gvkey,datadate,fyear,tic,cusip,conm,at,lt,seq,ceq,txditc,pstkrv,pstkl,pstk,sale,revt,cogs,xsga,xrd,capx,oancf,ib,dp
001448,2020-12-31,2020,AXP1,025818006,AMERICAN EXPRESS CREDIT CORP,24308.0,21413.0,2895.0,2895.0,,0.0,0.0,0.0,830.0,830.0,242.0,,,0.0,599.0,201.0,0.0
001449,2020-12-31,2020,AFL,001055102,AFLAC INC,165086.0,131527.0,33559.0,33559.0,4696.0,0.0,0.0,0.0,22715.0,22715.0,17639.0,,,0.0,5958.0,4778.0,36.0
001487,2020-12-31,2020,AIG,026874784,AMERICAN INTERNATIONAL GROUP,586481.0,519282.0,66362.0,65877.0,234.0,510.0,500.0,485.0,43358.0,43358.0,36373.0,,,0.0,1038.0,-5948.0,4120.0
001507,2020-12-31,2020,HYEM,92189F353,VANECK EMG MKTS HIGH YLD BD,,,,,,,,,,,,,,,,,
001526,2020-12-31,2020,ANAT,02772A109,AMERICAN NATIONAL GROUP-OLD,29467.815,23002.248,6458.27,6458.27,478.347,0.0,0.0,0.0,3792.399,3792.399,3201.651,,,39.863,332.463,467.505,52.551
001545,2020-12-31,2020,ARL,029174109,AMERICAN REALTY INVESTORS,865.764,535.358,236.791,234.99,0.0,18.006,18.006,1.801,75.007,75.007,33.769,10.614,,17.505,3.498,9.03,14.755
001559,2020-12-31,2020,AMS,029595105,AMERICAN SHARED HSPTL SERV,43.653,20.003,19.274,19.274,0.418,0.0,0.0,0.0,17.837,17.837,6.582,4.446,,0.455,9.745,-7.058,6.789
001562,2020-04-30,2019,LGTY,029683109,LOGILITY SPPLY CHAIN SOL INC,171.293,51.871,119.422,119.422,2.897,0.0,0.0,0.0,115.466,115.466,44.49,56.825,15.348,0.42,25.982,6.742,8.103
001585,2020-12-31,2020,AVD,030371108,AMERICAN VANGUARD CORP,680.293,319.557,360.736,360.736,23.56,0.0,0.0,0.0,458.704,458.704,266.212,154.089,8.757,11.249,89.198,15.242,19.902
001598,2020-12-31,2020,AME,031100100,AMETEK INC,10357.483,4408.137,5949.346,5949.346,533.478,0.0,0.0,0.0,4540.029,4540.029,2697.512,515.43,158.9,74.199,1280.98,872.439,255.275
001602,2020-12-31,2020,AMGN,031162100,AMGEN INC,62948.0,53539.0,9409.0,9409.0,,0.0,0.0,0.0,25424.0,25424.0,2719.0,10129.0,4207.0,608.0,10497.0,7264.0,3440.0
001613,2020-12-31,2020,AP,032037103,AMPCO-PITTSBURGH CORP,463.208,378.209,76.564,76.564,1.403,0.0,0.0,0.0,328.544,328.544,258.282,45.542,2.047,8.466,33.635,7.97,18.575
001618,2020-04-30,2019,AXR,032159105,AMREP CORP,96.666,12.029,84.637,84.637,0.0,0.0,0.0,0.0,18.783,18.783,15.227,3.003,,0.009,0.765,-5.903,0.537
001632,2020-10-31,2020,ADI,032654105,ANALOG DEVICES INC,21468.603,9470.658,11997.945,11997.945,1919.595,0.0,0.0,0.0,5603.056,5603.056,1531.11,1650.344,1050.519,165.692,2008.487,1220.761,810.923
001650,2020-12-31,2020,ANDR,034393108,ANDREA ELECTRONICS CORP,1.21,2.997,-1.787,-1.796,0.0,1.022,1.022,0.009,1.355,1.355,0.259,1.799,0.574,0.006,-0.449,-0.824,0.052
001659,2020-12-31,2020,ANDE,034164103,ANDERSONS INC,4272.121,3111.461,961.891,961.891,170.147,0.0,0.0,0.0,8208.436,8208.436,7614.876,388.91,,104.886,-74.432,7.71,188.638
001661,2020-12-31,2020,NBR,G6359F137,NABORS INDUSTRIES LTD,5503.428,3803.78,1151.384,1151.379,1.576,243.5,243.5,0.005,2134.043,2134.043,1333.072,241.328,33.564,195.523,349.761,-805.648,853.699
001678,2020-12-31,2020,APA,03743Q108,APA CORP,12746.0,12783.0,-1639.0,-1639.0,215.0,0.0,0.0,0.0,4212.0,4212.0,6282.0,463.0,,1302.0,1388.0,-4860.0,1982.0
001686,2020-02-29,2019,APOG,037598109,APOGEE ENTERPRISES INC,1128.991,612.213,516.778,516.778,,0.0,0.0,0.0,1387.439,1387.439,1032.38,231.111,16.6,51.428,107.262,61.914,36.1
001689,2020-12-31,2020,AEP1,03799Y005,APPALACHIAN POWER,13315.2,8970.9,4344.3,4344.3,1750.2,0.0,0.0,0.0,2796.2,2796.2,1781.1,,,767.4,712.0,369.7,507.5
001690,2020-09-30,2020,AAPL,037833100,APPLE INC,323888.0,258549.0,65339.0,65339.0,2800.0,0.0,0.0,0.0,274515.0,274515.0,159859.0,38668.0,18752.0,7309.0,80674.0,57411.0,9700.0
001704,2020-10-31,2020,AMAT,038222105,APPLIED MATERIALS INC,22353.0,11775.0,10578.0,10578.0,9.0,0.0,0.0,0.0,17202.0,17202.0,9130.0,3221.0,2234.0,422.0,3804.0,3619.0,376.0
001706,2020-08-31,2020,EPAC,292765104,ENERPAC TOOL GROUP CORP,824.294,465.068,359.226,359.226,1.708,0.0,0.0,0.0,493.292,493.292,262.858,180.313,7.3,12.053,-3.159,5.557,20.72
001712,2020-12-31,2020,TREC,894648104,TRECORA RESOURCES,316.833,112.426,204.118,204.118,26.517,0.0,0.0,0.0,208.626,208.626,164.648,24.334,,13.351,25.565,4.966,16.148
001718,2020-06-30,2020,AOXY,00754B301,ADVANCED OXYGEN TECHNOLOGY,0.654,0.348,0.306,0.306,0.0,0.0,0.0,0.0,0.043,0.043,0.135,,,0.0,0.036,-0.103,0.0
001722,2020-12-31,2020,ADM,039483102,ARCHER-DANIELS-MIDLAND CO,49719.0,29623.0,20000.0,20000.0,1302.0,0.0,0.0,0.0,64355.0,64355.0,59017.0,2679.0,160.0,823.0,-2386.0,1772.0,976.0
001742,2020-12-31,2020,PNW1,040555005,ARIZONA PUBLIC SERVICE CO,19924.251,13579.066,6225.895,6225.895,2335.045,0.0,0.0,0.0,3586.982,3586.982,2170.678,,,1345.114,929.067,568.028,614.293
001743,2020-12-31,2020,ARCB,03937C105,ARCBEST CORP,1779.008,950.415,828.593,828.593,72.407,0.0,0.0,0.0,2940.163,2940.163,2726.803,,,57.489,205.989,71.1,118.391
001745,2020-12-31,2020,ETR1,29364D001,ENTERGY ARKANSAS,12100.131,8823.962,3276.169,3276.169,1316.623,0.0,0.0,0.0,2084.494,2084.494,1270.588,,,861.254,659.818,245.232,411.348
001773,2020-12-31,2020,ARW,042735100,ARROW ELECTRONICS INC,17053.911,11904.959,5089.319,5089.319,324.154,0.0,0.0,0.0,28673.363,28673.363,25482.233,2088.846,0.0,123.585,1359.843,584.438,189.058
001783,2020-11-30,2020,ARTW,043168103,ARTS WAY MFG INC,18.803,8.896,9.907,9.907,0.0,0.0,0.0,0.0,22.409,22.409,19.191,6.093,0.199,0.693,-0.856,-2.103,0.818
001790,2020-12-31,2020,AB.,043420108,ASBESTOS CORP LTD,28.729,48.747,-20.018,-20.018,0.0,0.0,0.0,0.0,2.086,2.086,3.77,,,0.002,-0.362,0.241,0.012
001794,2020-09-30,2020,ASH,044186104,ASHLAND INC,6877.0,3841.0,3036.0,3036.0,229.0,0.0,0.0,0.0,2326.0,2326.0,1410.0,429.0,64.0,138.0,203.0,-491.0,248.0
001820,2020-01-31,2019,ALOT,04638F108,ASTRONOVA INC,116.664,45.289,71.375,71.375,0.435,0.0,0.0,0.0,133.446,133.446,78.404,46.325,8.084,2.906,3.224,1.759,6.284
001823,2020-12-31,2020,ATRO,046433108,ASTRONICS CORP,619.745,349.374,270.371,270.371,2.909,0.0,0.0,0.0,502.587,502.587,375.344,110.528,86.8,7.459,37.335,-115.781,30.4
001828,2020-12-31,2020,ACLLF,046789400,ATCO LTD,22200.0,14351.0,4052.0,4052.0,1443.0,0.0,0.0,0.0,3944.0,3944.0,2166.0,,,940.0,1843.0,252.0,682.0
001837,2020-12-31,2020,SO7,84399X001,SOUTHERN CO GAS,22630.0,12863.0,9767.0,9767.0,1265.0,0.0,,0.0,3434.0,3434.0,2122.0,,,1471.0,1207.0,590.0,500.0
001864,2020-01-31,2019,REX,761624105,REX AMERICAN RESOURCES CORP,500.502,46.896,401.007,401.007,4.334,0.0,0.0,0.0,418.034,418.034,382.542,19.258,,3.776,10.343,7.427,23.007
001878,2020-01-31,2019,ADSK,052769106,AUTODESK INC,6179.3,6318.4,-139.1,-139.1,82.5,0.0,0.0,0.0,3274.3,3274.3,238.6,2544.2,851.1,53.2,1415.1,214.5,124.7
001891,2020-06-30,2020,ADP,053015103,AUTOMATIC DATA PROCESSING,39165.5,33413.3,5752.2,5752.2,731.9,0.0,0.0,0.0,14589.8,14589.8,7914.7,2901.9,674.1,172.7,3026.2,2466.5,480.0
001913,2020-12-31,2020,AVY,053611109,AVERY DENNISON CORP,6083.9,4599.0,1484.9,1484.9,50.9,0.0,0.0,0.0,6971.5,6971.5,4845.1,1060.5,112.8,201.4,751.3,555.9,203.1
001919,2020-06-30,2020,AVT,053807103,AVNET INC,8105.197,4378.799,3726.398,3726.398,,0.0,0.0,0.0,17634.333,17634.333,15388.638,1842.122,,73.516,730.182,-29.533,182.239
001926,2020-02-29,2019,AZZ,002474104,AZZ INC,1073.831,439.465,634.366,634.366,37.926,0.0,0.0,0.0,1061.817,1061.817,784.995,119.496,,35.044,144.759,48.234,50.194
001932,2020-12-31,2020,BTI,110448107,BRITISH AMER TOBACCO PLC,184890.132,100354.158,84157.304,84157.304,21906.439,0.0,0.0,0.0,34612.013,34612.013,19582.053,,162.479,686.171,13140.641,8593.92,1126.609
001949,2020-12-31,2020,BRT,055645303,BRT APARTMENTS CORP,365.741,188.053,177.772,177.772,0.0,0.0,0.0,0.0,22.078,22.078,22.761,11.701,0.0,0.0,-1.755,-19.862,
001968,2020-12-31,2020,BMI,056525108,BADGER METER INC,468.38,,361.259,361.259,5.696,0.0,0.0,0.0,425.544,425.544,234.142,103.093,11.6,9.059,89.578,49.343,23.153
001979,2020-12-31,2020,BCPC,057665200,BALCHEM CORP  -CL B,1165.843,337.61,828.233,828.233,51.359,0.0,0.0,0.0,703.644,703.644,453.617,84.63,10.332,32.805,150.494,84.623,51.011
001982,2020-12-31,2020,PTVCB,74368L203,PROTECTIVE INSURANCE CORP,1722.827,1359.745,363.082,363.082,0.0,0.0,0.0,0.0,470.191,470.191,453.617,,,1.47,74.862,4.463,5.869
001988,2020-12-31,2020,BALL,058498106,BALL CORP,18252.0,14915.0,3275.0,3275.0,634.0,0.0,0.0,0.0,11781.0,11781.0,9323.0,525.0,47.0,1113.0,1432.0,585.0,668.0
002002,2020-12-31,2020,BPOP,733174700,POPULAR INC,65926.0,59897.313,6028.687,6006.544,,22.143,22.143,22.143,2603.863,2603.863,527.474,772.482,,60.073,678.772,506.622,64.849
002005,2020-12-31,2020,BOH,062540109,BANK OF HAWAII CORP,20603.651,19229.144,1374.507,1374.507,,0.0,0.0,0.0,730.833,730.833,167.902,282.31,,33.287,146.416,153.804,20.205
002019,2020-12-31,2020,BNY,064058100,BANK OF NEW YORK MELLON CORP,469633.0,423513.0,45801.0,41260.0,,4541.0,4541.0,4541.0,16940.0,16940.0,1468.0,6547.0,,1222.0,5038.0,3617.0,1630.0
002049,2020-12-31,2020,B.2,067806109,BARNES GROUP INC,2676.226,1293.549,1382.677,1382.677,91.668,0.0,0.0,0.0,1124.391,1124.391,633.582,259.159,16.949,40.698,215.462,63.375,87.656
002052,2020-09-30,2020,BRN,068221100,BARNWELL INDUSTRIES,15.182,17.135,-2.045,-2.045,0.194,0.0,0.0,0.0,18.329,18.329,16.178,5.82,,3.131,0.75,-4.756,2.708
002055,2020-12-31,2020,B,06849F108,BARRICK MINING CORP,46506.0,14796.0,23341.0,23341.0,3034.0,0.0,0.0,0.0,12595.0,12595.0,4928.0,571.0,,2054.0,5417.0,2324.0,2339.0
002080,2020-11-30,2020,BSET,070203104,BASSETT FURNITURE INDS,402.549,244.519,158.03,158.03,0.0,0.0,0.0,0.0,385.863,385.863,162.015,223.571,,6.029,36.675,-10.421,13.479
002086,2020-12-31,2020,BAX,071813109,BAXTER INTERNATIONAL INC,20019.0,11293.0,8689.0,8689.0,143.0,0.0,0.0,0.0,11673.0,11673.0,6120.0,2874.0,521.0,709.0,1868.0,1102.0,823.0
002101,2020-06-30,2020,AIT,03820C105,APPLIED INDUSTRIAL TECH INC,2283.551,1440.009,843.542,843.542,42.896,0.0,0.0,0.0,3245.652,3245.652,2304.016,649.906,0.0,20.115,296.714,24.042,62.749
002109,2020-12-31,2020,SHGI,74167E103,SPARX HLDGS GROUP,,,,,,,,,,,,,,,,,
002111,2020-09-30,2020,BDX,075887109,BECTON DICKINSON & CO,54012.0,30247.0,23765.0,23763.0,1530.0,2475.0,2475.0,2.0,17117.0,17117.0,7242.0,5421.0,1096.0,810.0,3539.0,874.0,2030.0
002113,2020-08-31,2020,NICH,65476M208,NITCHES INC,,,,,,,,,,,,,,,,,
002124,2020-12-31,2020,BELFB,077347300,BEL FUSE INC,453.866,268.067,185.799,185.799,1.03,0.0,0.0,0.0,465.771,465.771,334.518,102.104,23.611,5.476,46.108,12.795,16.423
002136,2020-12-31,2020,VZ,92343V104,VERIZON COMMUNICATIONS INC,316481.0,247209.0,67842.0,67842.0,35711.0,0.0,0.0,0.0,128292.0,128292.0,51201.0,31447.0,,18192.0,41768.0,17801.0,16720.0
002137,2020-12-31,2020,BCE,05534B760,BCE INC,60665.0,39336.0,20989.0,16986.0,3810.0,4033.0,4033.0,4003.0,22883.0,22883.0,11312.0,1964.0,47.0,4202.0,7754.0,2408.0,4404.0
002176,2020-12-31,2020,BRK.B,084670702,BERKSHIRE HATHAWAY,873729.0,422393.0,443164.0,443164.0,73261.0,0.0,0.0,0.0,286256.0,286256.0,205644.0,,,13012.0,39773.0,42521.0,10596.0
002184,2020-01-31,2019,BBY,086516101,BEST BUY CO INC,15591.0,12112.0,3479.0,3479.0,29.0,0.0,0.0,0.0,43638.0,43638.0,32850.0,7923.0,0.0,743.0,2565.0,1541.0,812.0
002220,2020-12-31,2020,BIO,090572207,BIO-RAD LABORATORIES INC,12972.618,3092.678,9879.94,9879.94,2076.785,0.0,0.0,0.0,2513.654,2513.654,971.847,1004.368,226.598,98.92,575.328,3806.267,138.127
002240,2020-07-31,2020,NIMU,655366607,NON INVASIVE MONITOR,0.206,0.288,-0.082,-0.082,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.165,,0.0,-0.15,-0.165,0.0
002259,2020-12-31,2020,BKH,092113109,BLACK HILLS CORP,8088.786,5426.139,2561.385,2561.385,408.624,0.0,0.0,0.0,1696.941,1696.941,1044.181,,,767.404,541.863,227.608,224.457
002269,2020-04-30,2019,HRB,093671105,BLOCK H & R INC,5112.047,5041.006,71.041,71.041,22.015,0.0,0.0,0.0,2639.72,2639.72,1542.74,744.361,,81.685,108.961,6.156,169.536
002270,2020-12-31,2020,VAL,G9460G101,VALARIS LIMITED,12873.2,8502.9,4374.6,4374.6,13.7,0.0,0.0,0.0,1427.2,1427.2,1458.6,149.9,,93.8,-251.7,-4855.5,540.8
002277,2020-10-31,2020,BRRE,096005301,BLUE RIDGE REAL ESTATE CO,17.875,2.91,14.965,14.965,0.0,0.0,0.0,0.0,5.229,5.229,5.501,1.268,,0.144,-0.394,-1.578,0.354
002285,2020-12-31,2020,BA,097023105,BOEING CO,152136.0,170211.0,-18316.0,-18316.0,1010.0,0.0,0.0,0.0,58656.0,58656.0,58935.0,7293.0,2476.0,1303.0,-18410.0,-11873.0,1850.0
002312,2020-12-31,2020,RHI,770323103,ROBERT HALF INC,2557.424,1352.135,1205.289,1205.289,0.629,0.0,0.0,0.0,5109.0,5109.0,3034.108,1666.041,,33.377,596.528,306.276,63.5
002316,2020-12-31,2020,0141A,60899Z001,HEXION INC,4002.0,3179.0,823.0,823.0,161.0,0.0,0.0,0.0,2510.0,2510.0,2043.0,255.0,38.0,108.0,131.0,-161.0,191.0
002337,2020-12-31,2020,RFP,76117W109,RESOLUTE FOREST PRODUCTS INC,3730.0,2648.0,1081.0,1081.0,0.0,0.0,0.0,0.0,2800.0,2800.0,2354.0,136.0,,78.0,334.0,10.0,169.0
002342,2020-06-30,2020,BWL.A,102565108,BOWL AMERICA INC  -CL A,28.613,6.096,22.517,22.517,1.326,0.0,0.0,0.0,17.781,17.781,15.427,1.052,,0.5,0.862,0.403,0.957
002352,2020-07-31,2020,BRC,104674106,BRADY CORP,1142.466,279.394,863.072,863.072,18.286,0.0,0.0,0.0,1081.299,1081.299,529.297,376.721,40.662,27.277,140.977,112.369,23.437
002369,2020-12-31,2020,BN,11271J107,BROOKFIELD CORP,343696.0,221054.0,35838.0,31693.0,15913.0,4145.0,4145.0,4145.0,63537.0,63537.0,44464.0,2961.0,,9123.0,8364.0,-134.0,5853.0
002390,2020-10-31,2020,BRID,108763103,BRIDGFORD FOODS CORP,155.283,84.037,71.246,71.246,2.338,0.0,0.0,0.0,197.97,197.97,132.938,54.446,,24.482,9.917,7.323,5.514
002403,2020-12-31,2020,BMY,110122108,BRISTOL-MYERS SQUIBB CO,118481.0,80599.0,37822.0,37822.0,5407.0,0.0,0.0,0.0,42518.0,42518.0,7679.0,18179.0,22581.0,753.0,14052.0,-9015.0,10486.0
002408,2020-12-31,2020,TU,87971M103,TELUS CORP,43332.0,30730.0,12074.0,12074.0,3776.0,0.0,0.0,0.0,15341.0,15341.0,9710.0,,,2672.0,4574.0,1207.0,3028.0
002410,2020-12-31,2020,BP,055622104,BP PLC,267654.0,182086.0,71250.0,71229.0,6831.0,21.0,21.0,21.0,180366.0,180366.0,155038.0,20677.0,332.0,12306.0,12162.0,-20305.0,15297.0
002435,2020-04-30,2019,BF.B,115637209,BROWN FORMAN CORP,5766.0,3791.0,1975.0,1975.0,177.0,0.0,0.0,0.0,3363.0,3363.0,1162.0,1025.0,,119.0,724.0,827.0,74.0
002436,2020-01-31,2019,CAL,129500104,CALERES INC,2431.707,1782.577,645.95,645.95,55.013,0.0,0.0,0.0,2921.562,2921.562,1662.859,1065.76,,44.533,170.786,62.819,65.562
002444,2020-12-31,2020,BC,117043109,BRUNSWICK CORP,3770.6,2260.6,1510.0,1510.0,5.3,0.0,0.0,0.0,4347.5,4347.5,2983.0,668.5,125.9,182.4,798.3,374.7,153.4
002448,2020-12-31,2020,MTRN,576690101,MATERION CORP,1057.86,402.23,655.63,655.63,15.864,0.0,0.0,0.0,1176.274,1176.274,952.741,147.746,20.283,67.274,101.057,15.462,33.277
002490,2020-12-31,2020,BRK3,08499Z004,BURLINGTON NORTHERN SANTA FE,88660.0,44656.0,44004.0,44004.0,14626.0,0.0,0.0,0.0,20869.0,20869.0,10653.0,,,3063.0,7900.0,5161.0,2476.0
002497,2020-12-31,2020,MTZ,576323109,MASTEC INC,5227.849,3222.324,2001.922,2001.922,302.938,0.0,0.0,0.0,6320.975,6320.975,5270.879,319.192,,213.746,937.254,322.848,297.751
002504,2020-12-31,2020,UIS,909214306,UNISYS CORP,2707.9,3020.0,-356.8,-356.8,26.9,0.0,0.0,0.0,2025.3,2025.3,1425.9,355.0,26.6,27.7,-681.2,-317.7,95.2
002519,2020-04-30,2019,BUKS,123720104,BUTLER NATIONAL CORP,94.918,57.114,32.811,32.811,0.765,0.0,0.0,0.0,65.871,65.871,38.401,14.048,2.404,3.165,10.044,4.234,5.116
002526,2020-03-31,2019,CAE,124765108,CAE INC,8483.6,5905.3,2489.7,2489.7,150.6,0.0,0.0,0.0,3623.2,3623.2,2234.2,575.0,137.5,283.4,567.7,311.4,305.4
002536,2020-03-31,2019,RAMP,53815P108,LIVERAMP HOLDINGS INC,1301.889,214.377,1087.512,1087.512,0.204,0.0,0.0,0.0,380.572,380.572,116.803,403.789,105.981,11.711,-28.782,-125.261,32.301
002547,2020-12-31,2020,CI,125523100,CIGNA GROUP (THE),155451.0,105065.0,50321.0,50321.0,8939.0,0.0,0.0,0.0,160216.0,160216.0,135374.0,13590.0,0.0,1094.0,10350.0,8458.0,2802.0
002558,2020-12-31,2020,CNA,126117100,CNA FINANCIAL CORP,64026.0,51319.0,12707.0,12707.0,0.0,0.0,0.0,0.0,10687.0,10687.0,9805.0,,,23.0,1775.0,690.0,60.0
002573,2020-09-30,2020,CSPI,126389105,CSP INC,53.645,24.111,29.534,29.534,0.0,0.0,0.0,0.0,61.793,61.793,44.174,18.591,2.798,0.23,0.244,-1.446,0.452
002574,2020-12-31,2020,CSX,126408103,CSX CORP,39793.0,26683.0,13101.0,13101.0,7168.0,0.0,0.0,0.0,10583.0,10583.0,4938.0,,,1626.0,4263.0,2765.0,1383.0
002577,2020-12-31,2020,CTS,126501105,CTS CORP,626.049,202.367,423.682,423.682,7.01,0.0,0.0,0.0,424.066,424.066,258.333,91.088,26.517,14.858,76.783,34.686,26.67
002578,2020-12-31,2020,TLS,87969B101,TELOS CORP/MD,183.817,56.713,127.104,127.104,0.652,0.0,0.0,0.0,179.917,179.917,112.144,56.393,14.243,7.461,-2.104,1.687,5.353
002581,2020-12-31,2020,CVV,126601103,CVD EQUIPMENT CORP,40.936,16.81,24.126,24.126,0.0,0.0,0.0,0.0,16.92,16.92,12.649,7.107,0.373,1.577,-1.133,-6.075,1.389
002593,2020-09-30,2020,CBT,127055101,CABOT CORP,2781.0,1967.0,691.0,691.0,58.0,0.0,0.0,0.0,2614.0,2614.0,1950.0,286.0,57.0,200.0,377.0,-238.0,158.0
002596,2020-06-30,2020,CACI,127190304,CACI INTL INC  -CL A,5542.472,2881.162,2661.175,2661.175,213.096,0.0,0.0,0.0,5720.042,5720.042,3721.044,1429.602,,72.303,518.705,321.48,108.7
002615,2020-02-29,2019,CAMPQ,128126208,CALAMP CORP,495.805,357.886,137.919,137.919,0.122,0.0,0.0,0.0,366.107,366.107,203.138,139.216,29.436,22.192,11.544,-79.304,31.987
002620,2020-12-31,2020,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,167846.0,150567.0,17189.0,17189.0,,0.0,0.0,0.0,6957.0,6957.0,1804.0,3187.0,,0.0,993.0,166.0,
002628,2020-12-31,2020,CWT,130788102,CALIFORNIA WATER SERVICE GP,3394.248,2472.904,921.344,921.344,276.032,0.0,0.0,0.0,794.307,794.307,547.701,,,298.651,117.924,96.831,98.505
002663,2020-07-31,2020,CPB,134429109,CAMPBELL'S CO (THE),12372.0,9803.0,2563.0,2563.0,914.0,0.0,0.0,0.0,8691.0,8691.0,5407.0,1611.0,93.0,299.0,1396.0,592.0,319.0
002675,2020-12-31,2020,MLFNF,564905107,MAPLE LEAF FOODS INC,3860.205,1927.741,1932.464,1932.464,109.916,0.0,0.0,0.0,4303.722,4303.722,3404.403,490.659,,432.54,321.449,113.277,196.266
002696,2020-12-31,2020,CNI,136375102,CANADIAN NATIONAL RAILWAY CO,44804.0,25153.0,19651.0,19651.0,8271.0,0.0,0.0,0.0,13819.0,13819.0,6967.0,,,2863.0,6165.0,3562.0,1589.0
002698,2020-12-31,2020,CP,13646K108,CANADIAN PAC KANSAS CITY LTD,23640.0,16321.0,7319.0,7319.0,3666.0,0.0,0.0,0.0,7710.0,7710.0,3688.0,,,1671.0,2802.0,2444.0,779.0
002703,2020-12-31,2020,CDNAF,136681202,CANADIAN TIRE CORP  -CL A,20377.1,14542.4,4499.1,4499.1,122.0,0.0,0.0,0.0,14871.0,14871.0,9736.6,2878.1,,307.2,2442.8,751.8,688.3
002710,2020-02-29,2019,STZ,21036P108,CONSTELLATION BRANDS,27323.2,14848.9,12131.8,12131.8,384.0,0.0,0.0,0.0,8343.5,8343.5,3742.0,1576.4,,726.5,2551.1,-11.8,324.6
002721,2020-12-31,2020,CAJPY,138006309,CANON INC,44320.321,17645.032,24672.66,24672.66,462.279,0.0,0.0,0.0,30279.869,30279.869,14914.085,12123.673,2609.157,1578.255,3198.353,798.311,2182.905
002735,2020-12-31,2020,CPTP,140430109,CAPITAL PROPERTIES INC,8.679,1.497,7.182,7.182,0.234,0.0,0.0,0.0,4.585,4.585,0.474,1.309,0.0,0.0,2.067,1.983,0.093
002751,2020-06-30,2020,CAH,14149Y108,CARDINAL HEALTH INC,40766.0,38974.0,1789.0,1789.0,1258.0,0.0,0.0,0.0,152922.0,152922.0,145654.0,4696.0,,375.0,1960.0,-3696.0,917.0
002771,2020-12-31,2020,CSL,142339100,CARLISLE COS INC,5866.4,3328.7,2537.7,2537.7,173.9,0.0,0.0,0.0,4245.2,4245.2,2825.0,680.7,54.8,95.5,696.7,324.2,224.2
002777,2020-12-31,2020,TCCMF,885933101,THREE CROWNS CRITCL MTLS INC,3.458,0.024,3.434,3.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.638,,0.341,-0.634,-0.628,0.0
002783,2020-12-31,2020,DUK8,26499B009,PROGRESS ENERGY INC,58624.0,42383.0,16237.0,16237.0,4396.0,0.0,0.0,0.0,10627.0,10627.0,6998.0,,,3488.0,3177.0,1045.0,1818.0
002787,2020-06-30,2020,CRS,144285103,CARPENTER TECHNOLOGY CORP,3227.2,1781.5,1445.7,1445.7,130.2,0.0,0.0,0.0,2181.1,2181.1,1698.5,201.0,28.0,171.4,231.8,1.5,123.9
002807,2020-04-30,2019,CASY,147528103,CASEYS GENERAL STORES INC,3943.892,2300.687,1643.205,1643.205,435.598,0.0,0.0,0.0,8112.296,8112.296,5967.612,1498.043,0.0,438.977,504.314,263.846,251.174
002811,2020-12-31,2020,CTAM,148411408,CASTLE (A M) & CO,289.597,306.777,-17.18,-17.18,0.755,0.0,0.0,0.0,368.253,368.253,269.126,110.897,,2.868,20.497,-40.66,7.872
002817,2020-12-31,2020,CAT,149123101,CATERPILLAR INC,78324.0,62946.0,15331.0,15331.0,418.0,0.0,0.0,0.0,41748.0,41748.0,27364.0,6057.0,1415.0,2115.0,6327.0,2998.0,2433.0
002818,2020-01-31,2019,CATO,149205106,CATO CORP  -CL A,684.976,368.462,316.514,316.514,0.0,0.0,0.0,0.0,825.335,825.335,508.906,263.773,0.0,8.306,53.396,35.897,15.485
002820,2020-03-31,2019,CVCO,149568107,CAVCO INDUSTRIES INC,810.431,202.845,607.586,607.586,7.295,0.0,0.0,0.0,1061.774,1061.774,823.373,142.711,,14.34,101.737,75.066,5.783
002829,2020-10-31,2020,RFIL,749552105,R F INDUSTRIES LTD,40.822,8.758,32.064,32.064,0.0,0.0,0.0,0.0,43.044,43.044,30.464,11.926,1.989,0.235,4.547,-0.081,1.014
002849,2020-12-31,2020,BBVA1,05946K002,BBVA COMPASS BANCSHARES INC,102756.203,91064.841,11661.864,11432.389,,229.475,230.0,229.475,4173.7,4173.7,1436.633,1590.233,,151.176,1466.034,-1863.711,330.584
002852,2020-12-31,2020,CTNR,15459P108,CENTRAL NATURAL RES INC,5.751,0.0,5.751,5.751,0.0,0.0,0.0,0.0,0.374,0.374,0.213,0.622,,,,0.739,0.205
002884,2020-12-31,2020,LUMN,550241103,LUMEN TECHNOLOGIES INC,59394.0,48232.0,11162.0,11162.0,3342.0,0.0,0.0,0.0,20712.0,20712.0,8559.0,3432.0,,3729.0,6524.0,-1232.0,4710.0
002940,2020-12-31,2020,MGLN,559079207,MAGELLAN HEALTH INC,3359.855,1456.821,1869.972,1869.972,7.102,0.0,0.0,0.0,4577.531,4577.531,4456.74,,0.0,75.48,179.505,4.046,98.387
002942,2020-07-31,2020,CMD,138098108,CANTEL MEDICAL CORP,2071.754,1342.155,729.599,729.599,49.533,0.0,0.0,0.0,1016.048,1016.048,490.062,361.469,32.372,33.796,136.857,13.708,63.402
002960,2020-12-31,2020,CHE,16359R103,CHEMED CORP,1434.911,533.711,901.2,901.2,20.664,0.0,0.0,0.0,2079.583,2079.583,1378.197,330.218,,58.831,489.289,319.466,56.583
